etapa,Violenc_escolas,id,Concorda,DRs,Cidade,serie,Idade,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,escala7_soma_pertenc,esc8_rel_intergrup,esc9_inc_diversid,esc10_est_emoc_neg,esc11_satisf_vida,esc3_4_conflitos,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers,esc1_1,esc_1_2,esc_1_3,esc_1_4,esc_1_5,esc_1_6,esc_1_7,esc_1_8,esc_1_9,esc1_Pertencimento,esc2_sit_alunos,esc2_sit_escola,esc6_loc_agr_esc,esc6_loc_agr_imed,esc6_loc_agr_internet,esc5_bull_alvo,esc5_bull_agente,esc5_bull_testem,esc7_grup_estig,esc7_soma_pert
6° ano,,1152,1,7,Porto da Folha,1,11,masculino,pardo,3,4,1,1,2,,2,2,4,2,2,1,1,1,1,,4,1,1,1,2,2,1,2,3,2,4,,1,4,2,1,3,1,1,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,,1,5,5,,2,1,1,4,4,1,2,3,2,1,1,,5,5,5,5,2,,2,,,,2,,,,,,,2,,,1,1,1,0,0,0,0,1,0,0,0,0,2.16667,,2,2.375,,1,1.375,2,,2.875,1.66667,,1.93333,1.56522,2.54545,1.33333,1,3,2,5,5,4,,4,4,2,3.625,1.2,1.9,2,2,2,1,1,1,0.0769231,0.0909091
6° ano,,1153,1,7,Porto da Folha,1,11,masculino,branco,1,,4,,3,,1,1,3,1,,5,2,1,1,1,5,1,1,1,1,1,3,1,5,1,5,,2,3,,2,4,4,1,5,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,2,1,1,1,5,5,5,4,5,2,2,,5,5,,2,,,,,,,,,4.25,1,1,1,0,1,0,1,0,0,1,1,0,4.83333,1,1,2.16667,,1.14286,1,5,5,4.88889,1.33333,4.8,2.35714,1.65217,4.92308,2.4254,1,5,,2,,3,,5,5,3,3.83333,1.8,2.1,1,1,1,1.33333,1,1,0.153846,0.227273
6° ano,,1154,1,7,Porto da Folha,1,11,masculino,pardo,4,5,1,1,1,1,1,2,1,5,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,5,5,1,2,1,5,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,5,4,5,5,5,2,2,1,5,5,1,2,,,,,,,1,4,4.25,1,1.5,1,0,1,0,0,1,0,1,1,0,5,1,2,1.88889,1.5625,1.14286,1.25,5,5,5,1.16667,4.8,1.6875,1.45833,5,2.36984,1,2,1,5,5,5,5,5,4,5,4.11111,1.8,1.45455,1,2,2,1,1,1.5,0.230769,0.227273
6° ano,,1155,1,7,Porto da Folha,1,11,feminino,pardo,3,2,1,4,1,2,2,4,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,4,1,5,5,1,5,5,3,1,2,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,3,3,1,5,4,1,2,1,1,5,5,,1,1,1,,,,,3.4,4.66667,3.75,1,1,1,1,1,0,0,1,0,1,1,0,5,1,2,2.66667,1.75,1.28571,1.75,6,5,5,3.5,2.8,2.375,1.75,5,2.52857,1,3,4,5,2,5,4,4,2,1,3.33333,1.8,1.72727,1,3,5,1,1,2,0.307692,0.272727
6° ano,,1156,1,7,Porto da Folha,1,11,feminino,pardo,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,4,2,3,1,1,5,1,1,,,,,1,,,5,,5,,,,1,,,,,,,1,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,4,3,3,1,5,5,5,4,5,5,3,4,1,1,1,1,5,1,1,2,5,1,2,2,1,1,5,5,1,1,,1,,,,,,,,,,0,1,1,0,0,1,0,1,1,0,3.66667,1,2,1.55556,1.625,,1,5,2.75,4.11111,1.66667,2.2,2.71429,1.58824,3.69231,1.93333,1,5,4,5,5,4,4,5,3,5,4.44444,1,1.90909,,,,1,,,0.307692,0.227273
6° ano,,1157,1,7,Porto da Folha,1,12,feminino,pardo,4,4,1,2,2,2,4,4,4,,,,,,,,,,,,,,,,,5,2,1,3,3,1,1,5,5,1,5,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,4,5,5,4,5,4,5,5,1,1,1,5,4,1,5,5,5,5,4,2,1,1,5,2,1,2,,,,1,,,2.6,4,4,2.33333,1,0,1,1,0,0,1,0,1,1,0,4.66667,1.33333,2,3,,1.14286,1,5,5,4.66667,2.16667,4.8,2.5625,1,4.76923,2.70317,1,2,2,5,4,4,4,2,2,2,3,,,1,1,1,1,1,1.5,0.307692,0.227273
1° ano A,,1158,1,3,Campos de Brito,2,15,masculino,pardo,1,5,1,2,2,2,1,2,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,4,4,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,4,1,2,2,4,4,5,1,1,1,1,1,1,5,5,5,5,5,2,1,1,5,1,1,2,,,,,,,1.2,4.33333,3.5,1,1,1,0,1,0,0,1,0,0,1,0,3.66667,2.66667,2,1.88889,1.3125,1,1,4,5,3.55556,1,5,1.6875,1.20833,4,2.33333,1,5,1,5,4,4,4,5,4,5,4.11111,1.4,1.27273,1,1,1,1,1,1,0.153846,0.181818
1° ano B,,1159,1,3,Campos de Brito,2,15,masculino,branco,2,4,1,2,2,2,1,2,1,1,1,,5,5,1,1,2,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1,3,5,1,4,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,5,4,4,5,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,2,4,4,4,4,2,2,1,5,4,,1,,,1,1,,,1,3.33333,4.5,1,1,3,0,1,0,1,0,0,1,1,0,4.83333,1,1,1.88889,,1.14286,1.125,7,4.5,4.88889,1,3.6,1.8125,1.52174,4.76923,1.91429,1,4,2,5,4,4,4,5,4,5,4.11111,1,2,1,1,1,1,1,1.5,0.153846,0.318182
1° ano B,,1160,1,3,Campos de Brito,2,15,masculino,,4,4,2,4,3,2,2,4,2,2,2,1,4,5,1,2,4,1,1,1,2,2,2,2,3,2,2,2,3,3,2,1,4,4,3,3,2,3,2,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5,5,1,1,,1,,,1,Trabalho,2.2,3.33333,3.5,2,1.5,0,0,0,0,0,0,0,0,0,0,,,,3,2.1875,1,3,0,,,,,2.3125,2.45833,,1,1,2,2,4,2,3,4,4,2,4,3,1.2,2.63636,3,3,3,1,1,1,0,0
1° ano,,1161,1,3,Campos de Brito,2,15,feminino,branco,2,4,1,3,2,2,1,3,1,3,2,2,3,2,1,1,3,3,1,1,3,3,2,2,2,2,4,2,4,4,4,1,5,3,1,4,2,3,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,5,3,4,3,4,1,5,5,4,5,4,4,5,1,2,2,2,2,2,1,2,2,3,1,2,1,1,5,2,1,1,1,1,,1,,,3,4.33333,3.5,1.33333,1.5,0,2,1,0,1,0,0,1,0,1,4.33333,2.33333,1,2.11111,2.125,1.14286,1.875,6,3.75,4.11111,1.83333,1.8,2.625,2.04167,4,1.59206,1,4,2,5,3,4,4,5,3,5,3.88889,2,2.18182,2,2,2,1,1,1.5,0.307692,0.272727
1° ano A,,1162,1,3,Campos de Brito,2,16,masculino,pardo,2,4,2,2,2,2,1,1,1,1,1,1,2,2,1,1,3,1,1,1,3,2,1,1,1,1,3,1,3,3,2,1,3,3,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,3,4,1,5,5,5,4,5,4,4,5,1,1,2,1,1,1,4,4,4,4,3,2,3,1,5,2,1,1,1,,,,,,2,3.66667,3.75,1,1,2,0,0,0,0,1,0,0,1,0,3.83333,1,2,1.88889,1.4375,1,1,4,2.5,4.22222,1.16667,3.8,1.75,1.29167,3.69231,1.98889,1,4,2,4,4,4,4,5,5,5,4.11111,1,1.63636,1,1,1,1,1,1,0.0769231,0.181818
1° ano,,1163,1,3,Campos de Brito,2,15,masculino,branco,2,4,1,2,1,2,1,2,1,2,1,2,1,1,1,1,5,1,1,1,3,1,1,1,1,1,4,1,3,3,2,1,4,5,1,5,1,5,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,4,4,4,5,5,5,5,4,5,5,4,5,1,1,1,1,1,1,5,5,5,5,5,2,4,1,4,2,1,1,,,1,1,,,2,4.33333,5,1.66667,2,1,0,0,0,1,0,0,0,1,0,4.66667,1,1,1.77778,1.5,1,1,3,4.25,4.77778,1,5,2.4375,1.33333,4.61538,2.33333,1,4,2,5,4,5,4,5,4,5,4.22222,1.4,1.54545,1,1,1,1,1,1,0,0.136364
1° ano A,,1164,1,3,Campos de Brito,2,15,masculino,pardo,1,5,2,2,2,3,2,2,2,2,2,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,3,4,5,5,5,5,5,5,5,5,3,1,1,1,1,5,1,4,4,3,2,2,2,3,1,4,2,1,2,,,,1,,,1.4,3,3.5,1,1,1,0,0,0,0,1,0,0,1,0,4.66667,1,2,2.33333,1.375,1,1.25,3,3.25,4.77778,1.66667,3,1.375,1.33333,4.30769,1.88889,1,5,1,4,4,4,3,4,4,4,3.66667,1.2,1.45455,1,1,1,1,1,1,0.0769231,0.136364
1 série A,,1165,1,3,Campos de Brito,2,15,feminino,branco,3,3,2,5,3,2,4,,1,3,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,3,3,1,1,5,2,1,3,1,5,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,4,5,5,4,5,5,4,5,4,5,5,4,3,5,5,4,4,5,4,2,2,1,4,1,1,,,1,,,,,1.8,5,3.75,1,1,1,1,1,0,1,0,0,0,0,0,4.66667,1.33333,1,2.875,1.4375,1.28571,1.25,4,4.75,4.66667,4.33333,4.4,1.9375,1.375,4.69231,3.33968,1,3,3,4,1,3,4,2,,5,3.125,2.2,1.09091,1,1,1,1,1,2,0.153846,0.181818
1 Série A,,1166,1,3,Campos de Brito,2,16,masculino,branco,2,5,1,1,1,2,1,2,1,2,1,1,1,1,1,1,5,4,3,1,1,1,1,1,2,1,5,1,2,2,1,1,5,5,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,4,5,4,3,4,2,3,1,5,4,1,1,1,1,1,1,,,1.4,5,4.25,1,1,2,0,1,0,1,0,0,0,1,0,4.83333,1,1,1.77778,1.6875,1,1.125,5,5,4.88889,1,4,1.9375,1.5,4.92308,2,1,4,1,5,5,5,4,5,4,5,4.22222,2.2,1.45455,1,1,1,1,1,1,0.0769231,0.227273
1 série A,,1167,1,3,Campos de Brito,2,15,masculino,branco,4,4,1,2,2,2,1,2,3,4,1,3,2,2,1,1,4,2,1,1,3,2,1,3,1,2,5,2,4,3,3,1,4,5,1,4,2,5,3,1,2,1,1,1,1,1,1,1,1,2,3,2,2,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,4,4,4,5,5,4,5,4,3,3,3,3,1,1,1,1,1,1,4,5,3,4,5,2,4,1,5,3,1,1,,,1,1,,,2.6,4.33333,4.5,1,2.5,1,0,0,0,1,0,0,0,1,0,3.5,1.33333,1,2.33333,2,1,2.125,3,4,3.88889,1,4.2,2.6875,2.04167,3.92308,2.06667,1,2,2,5,4,4,4,5,4,3,3.66667,2.2,1.90909,2,3,2,1,1,1,0,0.136364
1 série A,,1168,1,3,Campos de Brito,2,15,masculino,branco,2,5,1,2,1,3,1,2,1,2,1,2,1,1,1,1,2,1,1,1,3,1,1,3,1,1,4,1,2,2,2,2,4,5,1,4,2,5,2,1,1,1,1,1,1,1,1,2,4,2,3,3,1,1,3,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,3,3,5,5,5,5,4,5,4,3,5,1,1,2,1,2,1,3,4,4,2,4,2,,1,5,5,1,1,,,1,1,,,1.8,4.33333,4.5,1,1.5,1,0,1,0,1,0,0,0,0,1,4.33333,1,1,2,1.4375,1.57143,2.25,4,3,4.55556,1.33333,3.4,2.1875,1.70833,4.07692,2.10159,1,4,1,5,4,5,3,5,4,5,4,1.4,1.45455,3,3,2,1,1,3,0.0769231,0.181818
1 série A,,1169,1,3,Campos de Brito,2,15,feminino,pardo,3,5,2,3,1,2,2,2,1,3,1,1,1,1,1,1,3,1,1,1,2,3,1,2,2,1,4,3,3,3,2,1,4,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,2,3,4,3,4,5,5,4,5,5,5,5,1,2,3,2,1,2,3,3,3,4,4,2,1,1,2,1,1,2,,,,,,,2,3.66667,3.25,1,1,0,1,1,0,0,1,0,1,1,0,4.5,1.33333,2,2.33333,1.5625,1,1,5,3,4.55556,1.83333,3.4,2.25,1.375,4.07692,2.07778,1,3,1,4,3,5,4,4,4,5,3.66667,1.4,1.63636,1,1,1,1,1,1,0.307692,0.227273
1 série A,,1170,1,3,Campos de Brito,2,15,masculino,branco,4,4,1,1,1,2,1,3,2,2,1,1,4,3,1,1,3,1,1,1,1,4,2,2,1,1,4,3,4,5,1,3,5,4,1,4,3,5,1,1,1,5,1,1,1,1,1,1,3,3,4,5,3,1,2,5,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,2,2,,,,,,,,,,,,,2,1,4,4,,1,,,1,,,,2.8,4,4,2.33333,1,1,0,1,0,1,0,1,0,1,0,4,1,1,2.11111,1.8125,1.28571,3.25,5,5,4.33333,,,2.875,2.29167,4.53846,1.28571,1,2,2,5,5,5,4,5,3,4,3.88889,1.2,2.09091,5,5,3,1,1,2,0.0769231,0.227273
1 série A,,1171,1,3,Campos de Brito,2,15,masculino,pardo,2,5,1,2,2,3,1,5,1,2,1,2,1,2,1,1,5,1,1,1,1,5,3,1,1,3,5,1,5,2,1,1,4,5,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,5,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,2,4,3,5,5,5,5,5,5,5,5,5,5,2,2,2,3,3,4,4,4,,1,2,2,1,5,3,1,1,1,,,,,,2.4,4.66667,4.5,1,1,3,0,1,0,0,1,1,0,0,1,5,1,2,2.44444,1.8125,1,2.125,7,2.75,5,2.83333,,2.375,1.91667,4.30769,1.91667,1,4,1,5,4,4,3,5,1,5,3.55556,1.4,2,2,5,1,1,1,1,0.230769,0.318182
1 ano,,1172,1,3,Campos de Brito,2,15,feminino,pardo,4,4,2,3,2,3,2,2,2,2,2,1,3,3,1,2,4,1,1,1,2,3,1,3,3,1,4,2,3,3,2,1,4,4,2,4,2,4,3,1,2,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,5,5,4,5,5,5,4,5,5,5,5,5,2,2,4,2,3,3,2,3,2,3,4,2,1,1,3,1,,2,,,,,,,2,4,4,1.33333,2.5,1,1,0,0,0,1,0,1,0,1,5,1.33333,2,2.66667,2.0625,1.71429,1,5,4.5,4.88889,2.66667,2.8,2.4375,1.70833,4.76923,2.39365,1,2,2,4,3,4,3,4,4,4,3.33333,1.2,2.45455,1,1,1,2.33333,1,1.5,0.230769,0.227273
1 B,,1173,1,3,Campos de Brito,2,15,feminino,pardo,4,1,1,2,3,3,2,4,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,5,1,4,3,2,1,4,5,1,5,4,5,2,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,3,3,4,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,1,1,1,2,4,4,4,4,4,2,2,,5,3,1,1,1,1,,1,,,2.2,4.66667,4.25,1,1.5,2,1,1,0,0,1,0,1,1,0,4.66667,1,2,2.44444,1.5,1.14286,2.5,7,5,4.77778,2.33333,4,2.5625,1.83333,4.84615,2.49206,1,2,5,5,4,3,3,4,2,4,3.55556,1.4,1.54545,2,3,4,1.33333,1,1,0.307692,0.318182
1 B,,1174,1,3,Campos de Brito,2,16,masculino,pardo,4,5,3,4,2,4,4,2,5,1,1,1,2,1,1,1,3,1,1,1,2,3,1,1,1,1,5,1,3,2,1,1,4,3,1,2,2,4,4,1,1,2,1,1,1,1,1,2,2,4,2,2,2,1,3,1,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,4,3,3,5,5,5,5,4,5,2,5,5,5,5,5,4,5,5,2,4,2,4,3,2,2,1,5,2,,1,,1,,,,,1.6,4.66667,3.25,1.33333,2.5,3,0,1,0,0,1,0,1,1,0,4.33333,1,2,3.66667,1.375,1.28571,2.25,7,3.75,4.55556,4.83333,3,2.125,1.66667,4.30769,3.03968,1,2,1,3,2,4,2,2,4,1,2.33333,1,1.54545,2,1,3,1,1,2,0.230769,0.318182
1 B,Muitas coisas,1175,1,3,Campos de Brito,2,16,feminino,pardo,5,3,2,2,3,4,2,2,2,3,2,3,3,4,1,2,4,2,1,1,5,5,,3,4,3,1,3,3,4,4,2,5,3,4,5,3,2,1,2,1,1,5,5,2,2,1,5,5,5,2,2,2,2,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,5,5,5,4,1,5,4,5,4,4,4,2,4,5,5,5,5,4,2,3,2,3,1,1,1,1,5,3,1,1,,1,,,,,3.2,3,3.25,2.33333,1,0,1,0,0,0,1,0,1,0,0,3.83333,2.66667,2,2.77778,,3.57143,2.875,3,5,3.66667,4.66667,2.2,2.8125,2.86957,4.07692,3.47937,1,1,3,4,4,3,2,4,4,4,3.22222,2,3.3,2,3,5,4,1.5,5,0.230769,0.136364
1 A,,1176,1,3,Campos de Brito,2,15,masculino,pardo,2,4,2,2,1,4,4,2,1,1,1,1,2,1,1,1,3,1,1,1,1,3,2,2,1,1,4,2,4,2,5,1,5,2,1,4,2,5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,3,3,5,1,5,5,5,2,5,4,3,4,1,1,2,,1,1,3,2,2,2,1,2,1,1,5,1,1,2,,,,,,,2.6,4.33333,3.75,1,1,1,0,1,0,0,1,0,1,1,0,3.16667,1,2,2.44444,1.4375,1.14286,1.25,5,3.5,3.77778,,2,2.3125,1.375,3.69231,1.57143,1,4,2,4,4,5,2,2,4,5,3.55556,1,1.63636,1,1,1,1,1,1.5,0.230769,0.227273
1 ano,,1177,1,3,Campos de Brito,2,16,feminino,,2,5,1,2,2,2,1,5,1,1,1,1,1,3,1,1,5,1,1,1,5,3,,,,,4,5,3,4,5,,5,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33333,,,,1,1,0,0,0,0,0,0,0,0,,,,2.33333,,1,,2,,,,,4.33333,1.92308,,1,1,4,1,5,4,4,4,5,1,5,3.66667,1,2.5,,,,1,1,1,0.0769231,0.0909091
1,,1178,1,3,Campos de Brito,2,15,masculino,pardo,5,3,3,2,2,3,2,4,1,2,1,3,2,3,3,2,3,1,1,1,3,2,1,2,3,1,5,1,3,4,2,1,5,3,1,4,3,5,3,1,1,2,2,2,3,2,2,4,4,4,3,3,2,3,3,4,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,4,3,4,5,5,5,5,4,5,5,4,3,3,4,4,4,4,4,3,4,4,3,5,2,2,1,5,4,1,1,,,1,,,,2.2,5,3.75,1.33333,2,2,0,1,0,0,1,0,1,1,0,4.33333,1,2,2.77778,2.0625,2.71429,3.25,6,4,4.55556,3.83333,3.8,2.5,2.45833,4.38462,3.44921,1,1,3,3,4,4,3,4,2,5,3.22222,1.6,2.27273,3,4,4,2.33333,2,4,0.230769,0.272727
1 B,,1179,1,3,Campos de Brito,2,15,masculino,pardo,3,5,1,1,3,4,3,2,1,2,1,1,3,3,1,1,3,1,1,1,5,4,1,1,1,2,4,2,4,2,2,1,4,5,1,5,1,5,3,1,2,1,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,4,5,5,4,3,5,5,4,5,4,4,5,3,4,4,3,4,5,3,5,3,4,4,2,1,1,5,3,1,1,,,1,1,,,2.2,4,5,1,2.5,3,0,1,0,0,1,0,0,0,0,4.33333,1.66667,2,2.55556,1.875,2.28571,3,5,4.75,4.33333,3.83333,3.8,2.5,2.25,4.46154,3.30635,1,3,1,5,5,3,2,3,4,5,3.44444,1.2,2.18182,3,3,3,2,2,3,0.153846,0.227273
1,,1180,1,3,Campos de Brito,2,15,feminino,pardo,4,5,2,2,2,2,2,3,1,4,2,3,2,2,1,2,3,2,1,1,4,3,2,1,2,3,4,1,3,3,3,2,5,4,2,2,1,5,2,2,2,3,1,2,3,1,2,2,3,4,5,4,2,5,2,4,5,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,4,4,3,5,4,5,5,5,5,5,4,4,2,3,4,4,4,4,3,4,3,4,2,2,2,1,5,5,1,1,,1,1,1,,,2.8,4.66667,4,2.33333,2,0,2,1,0,0,1,0,1,1,0,4.66667,1.33333,2,2.55556,2.1875,2,3.875,6,4,4.66667,3.5,3.2,2.625,2.75,4.46154,2.9,1,2,1,4,4,4,4,4,3,5,3.44444,2.2,2.18182,4,4,5,2,1.5,2.5,0.384615,0.272727
1 B,,1181,1,3,Campos de Brito,2,15,masculino,pardo,2,4,1,2,2,3,2,4,2,2,1,2,3,1,1,1,4,1,1,1,1,1,1,2,1,1,5,3,5,5,1,1,5,5,1,5,2,5,3,3,1,1,1,3,2,1,2,1,2,4,2,1,1,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,5,4,5,5,5,5,5,5,5,5,5,5,2,1,2,1,4,4,3,3,4,4,4,2,2,,,,,,,,,,,,,2.6,4.33333,4.75,1.66667,2,3,0,1,0,0,1,0,1,1,0,4.5,1,2,2.44444,1.5,1.71429,1.625,7,4.75,4.66667,2.5,3.4,2.9375,1.54167,4.69231,2.5381,1,4,2,5,4,4,3,4,2,4,3.55556,1.4,1.54545,1,1,1,2,1.5,1.5,0.230769,0.318182
